course_desc,course_number,course_prefix,course_title,dept_name,inst_ipeds,metadata,num_units
"Lecture course in the fundamentals of physical geology covering rocks and minerals, volcanoes, earthquakes, external processes of weathering, mass wasting, erosion, the internal processes of magma movement, and the dynamics of plate tectonics. Field trips to nearby sites to study local geology are optional. An optional lab course, ERTH 101L, is offered, and students could register concurrently in the lab course. (Formerly GG 101)",101,ERTH,Introduction to Geology,ERTH,141574,Prerequisites: Placement in ENG 100ANDplacement in MATH 100ORequivalentORinstructor approval.; Contact Hours: 3 lecture,3
"This course will include the discussion of the biological, physicochemical and economic aspects of aquaculture, including a survey of the culture techniques of cultured species of finfish, shellfish, lower invertebrates, and algae.",262,AQUA,Introduction to Aquaculture,AQUA,141574,Prerequisites: Placement in ENG 100; Recommended Course Preparation: BIOL171- Introduction to Biology IBIOL172- Introduction to Biology II; Contact Hours: 3 lecture,3
"This course covers the intermediate Spanish language structures and reflines the information acquired in 102 emphasizing speaking, writing, listening and reading comprehension.  Students communicate and become more proficient in Spanish by gaining knowledge of more complex structures through directed drills and practice in class.",201,SPAN,Intermediate Spanish I,SPAN,141574,Prerequisites: SPAN 102 with a grade of C or betterORequivalentORinstructor approval.; Contact Hours: 3 lecture,3
"This course examines the theory, operation, and relationships of engine, ignition, air induction, fuel delivery, emission, and computerized control systems. Diagnostic procedures are covered using professional service information and test equipment. These include oscilloscopes, gas analyzers, scan tools, and specialized meters. (Formerly AMT 40D)",245,AMT,Engine Performance Systems,AMT,141574,Prerequisites: AMT 162 with a grade of C or betterANDAMT 164 with a grade of C or betterANDAMT 144 with a grade of C or better or concurrently enrolled in AMT 144ANDCompleted or concurrently enrolled in MATH 100ORCompleted or concurrently enrolled in QM 107C or equivalent or higher.; Contact Hours: 16 other,8
"The HSER 295 Seminar and Fieldwork course is the second of two required courses, which offers the intern enrolled in the Certificate of Competence in Substance Use Disorder Counseling Program a graduated internship experience in which s/he is able to complete 200 hours of onsite fieldwork in an approved substance use disorders treatment facility. In the weekly seminar, the learner examines the 12 Core Functions of the substance use disorders counselor and the ethical and legal mandates under which they must practice. One's individual strengths and challenges are identified in relationship to the onsite experience and the learner begins to develop a professional identity as a substance use disorders counselor by applying the knowledge, skills, and attitudes that they have learned in the previous program courses. Attention also is given to how to attend to one's self-care while working within a stressful and demanding field.",295,HSER,Seminar & Fieldwork II,HSER,141574,Prerequisites: HSER 294 with a grade of C or betterORinstructor approval.; Contact Hours: 3 lecture,3
"This course is a companion course to BIOL 101L - Biology for Non-Majors Laboratory. The course will provide students not majoring in any of the natural sciences with an understanding of the major concepts in the following biological disciplines: cell structure and function, genetics, evolutionary theory, plant and animal structure and function, ecology, and animal behavior. Additionally, it provides non-science majors with an understanding of the scientific approach to problem-solving and the increasing role biology has in daily life.",101,BIOL,Biology and Society,Biology,141574,Prerequisites: Placement in ENG 100 or equivalentANDBIOL 101L with a grade of C or better or concurrently enrolled in BIOL 101LORequivalent.; Contact Hours: 3 lecture,3
"This course provides theoretical and experiential training in prevention, intervention, treatment, and aftercare approaches applicable to a diverse substance use disorder population. We cover aspects of the counseling process, specifically, the 12 Core Functions utilized by the substance use disorder counselor and ethical and legal issues encountered in the field.",270,HSER,Substance Use Disorders Counseling,HSER,141574,Prerequisites: Placement in ENG 100ORequivalentORinstructor approval.; Recommended Course Preparation: HSER100- Exploration of Self in Society; Contact Hours: 3 lecture,3
"This course will introduce students to various aspects of the Linux operating system. This course will examine and explore the structure, basic functionality, user administration, troubleshooting, system, and application software installation. Advanced topics of shell scripting, system security, maintenance, and essential services will be covered. (Formerly ICS 240)",231,ICS,Introduction to Linux,ICS,141574,Prerequisites: ICS 111 with a grade of C or betterorconcurrently enrolled in ICS 111ORinstructor approval.; Contact Hours: 3 lecture,3
"An introduction to marine animals and plants; their ecological relationships, structures and systematics; physical and chemical characteristics of the marine ecosystems; survey of marine environments; and utilization, exploitation, pollution, and conservation of marine resources; with special emphasis on the Hawaiian marine environment.",200,ZOOL,Marine Biology,ZOOL,141574,Prerequisites: ZOOL 200L with a grade of C or betterorconcurrently enrolled in ZOOL 200LANDplacement in ENG 100.; Recommended Course Preparation: ZOOL101- Principles of ZoologyZOOL101L- Principles of Zoology Lab; Contact Hours: 3 lecture,3
Intellectual analysis of the origin and development of the early Christian message as set forth in the New Testament. Special attention will be given to the messages of Jesus and Paul and their relevance to the modern world.,201,REL,Understanding the New Testament,REL,141574,Prerequisites: Placement in ENG 100ORequivalentORinstructor approval.; Contact Hours: 3 lecture,3
"This course is an introductory survey in world regional geography.  Each of the world’s major cultural regions are examined with emphasis on geographic aspects of contemporary economic, political and environmental conditions.  (Formerly GEOG 102)",102,GEO,World Regional Geography,GEO,141574,Prerequisites: None.; Contact Hours: 3 lecture,3
"This course includes vessel and sculptural concepts in clay using wheel-throwing techniques, emphasizing the development of construction skills and an understanding of form, surface, and firing possibilities. May be repeated for additional credit.",244,ART,"Intermediate Ceramics, Wheel Throwing",Art,141574,Prerequisites: ART 105C with a grade of C or betterORinstructor approval.; Contact Hours: 6 other,3
"This course will acquaint students with the college and its services, prepare students for success in all college courses, and help students begin to explore career options. Students will (1) focus on learning and study skills, critical thinking, basic computer skills, and presentation skills while reinforcing reading, writing, and math skills; (2) learn to improve their ability to recall both spoken and written materials (memory and concentration skills), visualize concepts, control their anxieties in high stress situations such as during public speaking and test taking (relaxation techniques), and develop a positive image of themselves as effective learners; (3) engage in independent project and group projects both in an online and face-to-face learning environment; (4) examine their career and education options; and (5) learn to understand their own cultural and personal learning styles and blend those with learning techniques expected of college students.",110,LSK,College Success Strategies,LSK,141574,"Prerequisites: None.; Recommended Course Preparation: ENG24- Reading, Reasoning, & Writing; Contact Hours: 3 lecture",3
This course focuses on juvenile delinquency in the U.S. and examines: the nature of and trends in juvenile delinquency; explanations for and theories of juvenile delinquency; and institutional responses to and treatment of juvenile delinquency including discussion of the U.S. juvenile justice system.,231,SOC,Introduction to Juvenile Delinquency,SOC,141574,Prerequisites: Placement in ENG 100ORequivalentORinstructor approval.; Contact Hours: 3 lecture,3
"Survey of topics relevant to gender and its impact on the lives of women and men: socialization of gender, mental health, racial identity, majority-minority status, sexual orientation, life-span issues and violence. Cross-listed as PSY 202. (A student cannot earn credit for both PSY 202 and WGSS 202 (formerly WS202).)",202,WGSS,Psychology of Gender,WGSS,141574,Prerequisites: PSY 100 with a grade of C or betterANDWS 151 with a grade of C or better.; Contact Hours: 3 lecture,3
"Continues the study of financial accounting procedures. Areas include long-term assets, long-term liabilities, and accounting for corporations and/or partnerships. The statement of cash flows and financial statement analysis may be covered. A student cannot earn credit for both ACC 125 and ACC 201.",125,ACC,Principles of Accounting II,Accounting,141574,Prerequisites: ACC 124 with a grade of C or betterORequivalentORinstructor approval.; Contact Hours: 3 lecture,3
"This course offers a critical examination of the history of multi-cultural philosophical and ethical systems and their implications for interactions with, and relationships between, humans and non-humans. The critical examination will take place in the context of contemporary environmental/ecological issues.",103,PHIL,Introduction to Philosophy: Environmental Philosophy,Philosophy,141574,Prerequisites: Placement in ENG 100ORequivalentORinstructor approval.; Contact Hours: 3 lecture,3
"This course covers network design fundamentals, including basic switching and routing, layer 2 and 3 protocols, wired and wireless networking, and wide area networking. Fundamental network administration techniques will also be covered as a complement to network design.",273,ICS,Network Design and Administration,ICS,141574,Prerequisites: ICS 184 with a grade of C or betterORInstructor approval.; Contact Hours: 3 lecture,3
"This course introduces students to the development principles related to graphic design terminology, tools and media, and layout design concepts. There is an emphasis ion typesetting and composing for print and web products.",221,ART,Design for Print and Web,Art,141574,Prerequisites: ART 112 with a grade of C or betterORinstructor approval; Contact Hours: 3 lecture,3
Students will cultivate ensemble singing skills by learning and singing choral works. May be repeated for additional credit(s). Concurrent enrollment in MUS 108 or MUS 121B is strongly recommended.,114,MUS,College Chorus,MUS,141574,"Prerequisites: None.; Recommended Course Preparation: MUS108- Music FundamentalsMUS121B- Voice 1; Contact Hours: 2 lecture, 1 lab",2
"This course is an introductory survey of Hawaiian ethnobotany. Students will learn about basic Native Hawaiian plant classification, cultivation/gathering, preparation and use in food, medicine, ritual/ceremonies, cosmetics, dyeing, construction, tools, clothing, social life, and health care.",105,HWST,Mea Kanu Hawaiʻi:  Hawaiian Ethnobotany,HWST,141574,Prerequisites: Placement in ENG 100ORconcurrently enrolled in ENG 100ORInstructor approval.; Contact Hours: 3 lecture,3
"This course covers the basic structures of the Spanish language emphasizing speaking, writing, listening and reading comprehension.  Students learn to communicate in Spanish through directed drills and practice in class.",101,SPAN,Elementary Spanish I,SPAN,141574,Prerequisites: None.; Contact Hours: 4 lecture,4
"This course guides students through the process of providing documented evidence of teaching proficiencies aligned with initial preparation standards from the Hawai'i Teachers Standards Board, the Council for Exceptional Children, and the  Interstate Teacher Assessment and Support Consortium (InTASC).  The portfolio will be assessed as part of the recommendation for licensure in Special Education (SPED) PK-12 in the state of Hawaii.",336,ED,Student Teaching Portfolio,ED,141574,Prerequisites: ED 330 and ED 331 with a grade of C or betterANDa Bachelor's degree in any disciplineANDAcademic Advisor approvalANDED 393S with a grade of C or better or concurrently enrolled in ED 393S; Recommended Course Preparation: ED332- English Language Arts Instruction and InterventionsED334- Participating in a Professional CommunityED335- Educational Technology for the Inclusive Classroom,3
"REL 209 focuses on the history, scriptures, beliefs, practices, law, and philosophy of Islam.",209,REL,Understanding Islam,REL,141574,Prerequisites: Placement in ENG 100ORequivalentORinstructor approval.; Recommended Course Preparation: REL150- Introduction to the World's Major Religions; Contact Hours: 3 lecture,3
"Fundamental information technology concepts and computing terminology, productivity software for problem solving, computer technology trends and impact on individuals and society.  Emphasizes the utilization of operating systems and the production of professional documents, spreadsheets, presentations, databases, and web pages.",101,ICS,Digital Tools for the Information World,ICS,141574,Prerequisites: None.; Contact Hours: 3 lecture,3
"This course is an introduction to hula and oli (chant), covering the fundamentals of traditional dance and practices, language, and regional traditions.",128,HWST,Introduction to Hula Kahiko,HWST,141574,"Prerequisites: Placement in ENG 100ORinstructor approval.; Contact Hours: 1 lecture, 3 other",3
"This course is a survey of the study of behavior from a natural sciences viewpoint. Topics covered will include evolution, ethological analysis of behavior genetics, neural mechanisms, drugs and behavior, and biological development. (Formerly PSY 298B)",230,PSY,Introduction to Psychobiology,Psychology,141574,Prerequisites: PSY 100 with a grade of C or betterORinstructor approval.; Contact Hours: 3 lecture,3
"This course is an introduction to computers and the components of a business information system, including ""hands-on"" exposure to office productivity applications, and learning how information technology can be applied to satisfy business needs. For a portion of this course, students must have access to the Microsoft Access software (only available in PC versions: NO Mac compatible versions available).",101,BUS,Business Info Systems,BUS,141574,Prerequisites: None.; Contact Hours: 3 lecture,3
"This course provides an introductory view of retailing and its relative position in the marketing chain. Primary emphasis is on the basic functions of a retail store: finance and control, operations, personnel, merchandising and sales promotion.",130,MKT,Principles of Retailing,MKT,141574,Prerequisites: Placement in ENG 100ORinstructor approval.; Recommended Course Preparation: BUS120- Principles of BusinessMKT120- Principles of Marketing; Contact Hours: 3 lecture,3
"A survey of Hawaiian literature in English translation is studied in the context of the Hawaiian culture. Its characteristics, forms, relation to other Hawaiian arts, history and society are examined. Hawaiian literature can include, but is not limited to, prose narration, poetry, and orature. (Formerly HWST 261)",276,HWST,Introduction to Hawaiian Literature in English,HWST,141574,Prerequisites: ENG 100 with a grade of C or better.; Recommended Course Preparation: HWST107- Hawai'i:  Center of the Pacific; Contact Hours: 3 lecture,3
"This course is an introduction to hula ʻauana, covering the fundamentals of contemporary Hawaiian dance, music, practices, language, poetry, and regional traditions.",129,HWST,Introduction to Hula ʻAuana,HWST,141574,"Prerequisites: Placement in ENG 100ORinstructor approval.; Contact Hours: 1 lecture, 3 other",3
"Provides practice in producing substantial compositions at the college transfer level for courses across the curriculum. Engaging in research activities, students evaluate and integrate sources into their compositions. Following a recursive writing process, they analyze the rhetorical, conceptual, and stylistic demands of writing for various purposes and audiences. Students apply the principles of expository writing and produce compositions that have clear ideas, adequate support, logical organization, and correct sentence structure. Students become proficient language users, independent learners, and thoughtful members of an academic community.",100,ENG,Composition I,English,141574,Prerequisites: Placement in ENG 100ORENG 22 with a grade of CRORENG 24 with a grade of CRORENG 24C with a grade of CRORLanguage Arts Division approval.; Contact Hours: 3 lecture,3
"This course provides a comprehensive introduction to the principles of metallurgy and material science, focusing on the structure, properties, and performance of metals and alloys. Students will explore the physical and chemical properties of various metals, the processes used to alter these properties, and their applications in manufacturing.  Topics include mechanical testing, metallography, phase diagrams, heat treatment, mechanical properties of metals, corrosion, and failure analysis.  Students will gain practical experience in material testing, alloy composition, and microstructural analysis as well as how to select and apply materials for various industrial purposes.",191,MECH,Metallurgy,MECH,141574,Contact Hours: 3 lecture,3
"This course utilizes basic statistical topics including measures of central tendency and dispersion, classification of variables, sampling techniques, elementary probability, normal and binomial probability distributions, tests of hypothesis, and linear regression and correlation in order to solve problems.",115,MATH,Introduction to Statistics and Probability,Mathematics,141574,Prerequisites: MATH 82X with a grade of CRORconcurrently enrolled in MATH 78BORappropriate math placement.; Contact Hours: 3 lecture,3
"The course introduces the student to applications of digital photography in the professional production (""industrial"") environment, and includes preplanning, shooting and post production of works that will include still life, architectural, product, food, events (including weddings), standardized head shots and portraiture, for print, multimedia, and web, in the studio and on location.",287,ART,Industrial Photography,Art,141574,Prerequisites: ART 207D with a grade of B or betterORinstructor approval.; Contact Hours: 6 other,3
"This course introduces students to Supervisory Control and Data Acquisition (SCADA) Systems concepts, including basic architecture and technology. This course includes how SCADA software is configured, programmed, and networked. Students will program SCADA software, and integrate input/output devices, networking, and communication configurations. (Formerly IIT 281)",281,MECH,Supervisory Control and Data Acquisition,MECH,141574,"Prerequisites: MECH 221 with a grade of C or better.; Contact Hours: 3 lecture, 3 lab",4
"This course is the study of the statics of particles and rigid bodies, including the analysis of forces, resultants, equilibrium, trusses, frames, machines, centroids, moments of inertia, and friction.",270,CE,Applied Mechanics I,CE,141574,Prerequisites: PHYS 170 with a grade of C or betterANDMATH 243 with a grade of C or betterorconcurrently enrolled in MATH 243.; Contact Hours: 3 lecture,3
"This course presents indigenous values expressed in the Hawaiian community.  Students will increase awareness of their own personal values and skills while understanding their role as stewards of Hawaiʻi.  Topics include Native Hawaiian spirituality, genealogy research, indigenous leadership, and building a sense of place.",116,IS,Principles of Hawaiian Enrichment,IS,141574,Prerequisites: None.; Recommended Course Preparation: HAW101- Elementary Hawaiian I; Contact Hours: 3 lecture,3
"This is an introductory course to the fundamental theories and experimental methods of chemistry intended for students preparing for careers in medical technology, nursing, life sciences, and other technical fields. The basic language and quantitative relationships of chemistry are studied, as well as the theories of atomic structure, chemical bonding, structure-property relationships, and chemical reactions.",151,CHEM,Elementary Survey of Chemistry,Chemistry,141574,Prerequisites: MATH 82X with a grade of CRORPlacement in MATH 103 or higher STEM math.; Contact Hours: 3 lecture,3
This course is an introduction to the major developments in Global Art from prehistory to 1500.,175,ART,Survey of Global Art I,Art,141574,Prerequisites: None.; Contact Hours: 3 lecture,3
"This course will introduce students to installation, configuration, networking, and management of virtual machines. Students will have the opportunity to utilize virtual environments to create, manage, and secure virtual machines.",131,ICS,Introduction to Virtualization,ICS,141574,Prerequisites: ICS 184 with a grade of C or betterorconcurrently enrolled in ICS 184.; Contact Hours: 3 lecture,3
"This course teaches students how computers and technology are used in various healthcare settings and about software applications that are specific to health information technology and data analytics. Security, privacy, electronic healthcare records, electronic records, and technology implementation issues are also covered.",220,HIT,Healthcare Data Management & Analytics,HIT,141574,Prerequisites: HIT 101 with a grade of C or betterANDHIT 102 with a grade of C or betterANDHIT 120 with a grade of C or betterORinstructor approval.; Contact Hours: 3 lecture,3
"This course will examine the Native Hawaiian systems of governance prior to 1840, through close examination of Hawaiian mo'olelo, missionary accounts, and other historical records.  The course is an introduction to the Native Hawaiian two-tier system of governance, philosophies, social structures, values, and functions.  At the heart of this Hawaiian system of governance is the Hawaiian concept of kuleana.  It is the concept of kuleana that provides the foundation for the teaching and practice of aloha. (Formerly HWST 298)",245,HWST,Living with Kuleana: An Introduction to Hawaiian Systems of Governance,HWST,141574,Prerequisites: HWST 107 with a grade of C or betterORInstructor approval.; Contact Hours: 3 lecture,3
"This course is a continuation of MUS 283. A course in the development of aural perception through the techniques of music dictation, sight-singing, and rhythm exercises.",284,MUS,Aural Training 2,MUS,141574,"Prerequisites: MUS 283 with a grade of C or betterANDMUS 282 with a grade of C or better or concurrently enrolled in MUS 282ORinstructor approval.; Contact Hours: 2 lecture, 1 lab",1
"Hawaiian geology and geologic processes: origin of Hawaiian Islands, volcanism, rocks and minerals, geomorphology, stream processes, coastal geology, landslides, earthquakes and tsunami, groundwater, and geological and environmental hazards. Field trips arranged. (Formerly GG 103)",103,ERTH,Geology of the Hawaiian Islands,ERTH,141574,Prerequisites: Placement in ENG 100ORequivalentORinstructor approval.; Contact Hours: 3 lecture,3
"This course identifies major ornamental plants used in Hawaii's landscapes, including trees, shrubs, vines, ground covers, flowers, house plants and natives. Properly select ornamental plants for landscape according to their habits and growing requirements. (Formerly PBT 269)",269,AG,Ornamental Plant Materials,AG,141574,"Prerequisites: None.; Recommended Course Preparation: AG200- Principles of Horticulture; Contact Hours: 2 lecture, 3 lab",3
"This course will include the creation of a dance, choreographed by faculty and rehearsed and performed by the students at the Leeward CC Dance Concert on the main stage in the Leeward CC Theatre. This concert brings together dancers and choreographers from various dance programs in high schools, UH Manoa, and independent dance companies. May be repeated three times for additional credits.",180,DNCE,Dance Production,DNCE,141574,Prerequisites: DNCE 131 with a grade of C or better or concurrently enrolled in DNCE 131ORinstructor approval.; Contact Hours: 2 other,1
"Relativity, introduction to quantum mechanics, atomic and nuclear physics, and physical optics.",274,PHYS,General Physics III,Physics,141574,Prerequisites: PHYS 152 with a grade of C or betterORPHYS 272 with a grade of C or betterANDMATH 243 with a grade of C or betterorconcurrently enrolled in MATH 243.; Contact Hours: 3 lecture,3
"A global and historical survey focusing on human societies and cross-cultural interactions to 1500 CE. Emphasis is given to broad relationships and trends within the historical process and to political, religious, economic, and social changes.",151,HIST,World History to 1500,History,141574,Prerequisites: None.; Contact Hours: 3 lecture,3
"This course is the first in a two-course sequence (MATH 111 - MATH 112) designed to give elementary education students the depth of understanding necessary to teach mathematics at that level. The emphasis will be on understanding, representing and communicating mathematical ideas; solving problems; and reasoning mathematically.  MATH 111 covers problem-solving techniques, number systems and operations, and additional companion topics.  Due to potential variation in topic sequencing, it is recommended that students needing both MATH 111 and MATH 112 take the courses sequentially and from the same institution.",111,MATH,Math for Elementary Teachers I,Mathematics,141574,Prerequisites: Placement in ENG 100ANDMATH 82X with a grade of CR or betterORconcurrently enrolled in MATH 78BORplacement in MATH 111.; Contact Hours: 3 lecture,3
"HIST 242 is a continuation of HIST 241. Survey of East, South, and Southeast Asian history from 1500 CE to the present.",242,HIST,Civilizations of Asia II,History,141574,Prerequisites: None.; Recommended Course Preparation: HIST152- World History since 1500; Contact Hours: 3 lecture,3
"This course offers the learner an orientation to the profession of social work in the context of existing within a multicultural society. It examines the nature and scope of social work practice, its historical origins, and its development. It also surveys the foundational values of the field, the philosophy of the profession, codes of ethics, methods of practice, and a range of interventions.",200,SW,The Field of Social Work,SW,141574,Prerequisites: ENG 100 with a grade of C or betterORequivalentORinstructor approval.; Recommended Course Preparation: HSER100- Exploration of Self in Society; Contact Hours: 3 lecture,3
"This course is an introduction to acting with individual and group exercises in movement for the stage, improvisation, monologue preparation, and group performance.",221,THEA,Acting I,THEA,141574,Prerequisites: None.; Contact Hours: 3 lecture,3
"This course offers a comprehensive introduction to the principles and practice of beekeeping, emphasizing the essential role of bees in pollination, food security, and ecological sustainability. Students will gain practical experience in hive management, honey production, and pest control, while exploring the biological and ecological significance of honey bees. Key topics include bee anatomy, life cycles, and behavior. Through hands-on activities, students will learn to set up and manage hives, prevent swarming, perform hive inspections, and harvest honey, with a focus on sustainable agriculture.",267,AG,Introduction to Beekeeping,AG,141574,"Prerequisites: None.; Contact Hours: 2 lecture, 3 lab",3
"This course is a poetry writing course designed for students with knowledge of the writing process and some experience in the writing of poetry. Through the creation of original poems and the analysis of published work and student drafts, students will gain knowledge and experience as well as develop creativity within the genre.",208,ENG,Poetry Workshop,English,141574,Prerequisites: ENG 100 with a grade of C or betterORequivalentORLanguage Arts Division approval.; Recommended Course Preparation: ENG204- Introduction to Creative Writing; Contact Hours: 3 lecture,3
"This course is an introduction to the basic concepts of individual, group, and organizational human behavior as they affect human relations, performance, and productivity within the workplace.",122,MGT,Human Relations in Management,MGT,141574,Prerequisites: Placement in ENG 100.; Recommended Course Preparation: BUS120- Principles of Business; Contact Hours: 3 lecture,3
"HDFS 230 is a survey of human development from birth to death with an emphasis on biological, cognitive, and psychosocial development. (Formerly FAMR 230)",230,HDFS,Human Development,HDFS,141574,Prerequisites: None.; Contact Hours: 3 lecture,3
"This is an introductory course in which students will learn about the teaching profession, the professional teacher, and the learner. The roles and responsibilities of the educator and the educational system in Hawaiʻi will be examined. Students will also learn about diverse learners and learning styles and theories. Creating a positive learning environment, managing classrooms effectively, and developing and implementing standards-based lesson plans will be covered.",100,ED,Introduction to Education and Teaching,ED,141574,Prerequisites: Placement in ENG 100ORequivalentORinstructor approval.; Contact Hours: 3 lecture,3
"This course is a companion course to AG 170L Introduction to Aquaponics Laboratory. The course will provide students with an understanding of the major biological concepts using an aquaponics system as a model ecosystem. Additionally, the course will provide an overview of standard operating procedures of large scale aquaponics systems in relation to food safety and production. (Formerly AG 197)",170,AG,Introduction to Aquaponics,AG,141574,Prerequisites: Completed or concurrently enrolled in AG 170L.; Contact Hours: 3 lecture,3
"This course studies the identification, preparation, and fertilization of soils; discusses soil formation, soil classification, soil reaction, soil and water relationships, soil protection, and irrigation practices; and emphasizes sustainable management systems.  (Formerly PBT 122)",122,AG,Soil Technology,AG,141574,"Prerequisites: None.; Recommended Course Preparation: ENG22- Introduction to CompositionMATH82X- Expanded Algebraic Foundations; Contact Hours: 2 lecture, 3 lab",3
"This course is an investigation of the major forms, practices, and concepts of the Buddhist tradition.",207,REL,Understanding Buddhism,REL,141574,Prerequisites: ENG 100 with a grade of C or better.; Contact Hours: 3 lecture,3
"This course is designed to prepare students for the transition from employee to supervisor in a food service operation. Students will learn to identify and evaluate various leadership styles and develop skills in human relations and personnel management. Course content also includes employee training, motivation and evaluation techniques, laws and regulations that affect restaurant and food service operations, and employee benefits.",276,CULN,Human Resources Management and Supervision in the Hospitality Industry,CULN,141574,Prerequisites: CULN 160 with a grade of C or betterORInstructor approval.; Recommended Course Preparation: ENG100- Composition I; Contact Hours: 2 lecture,2
"This course studies the traditional practice of lāʻau lapaʻau, the use of traditional Native Hawaiian medicinal herbs. Students learn to identify Native Hawaiian medicinal herbs by name, color, smell, taste, and sight and prepare them for application. Lāʻau Lapaʻau is a significant component of understanding the Native Hawaiian culture and remains a unique identifier of Native Hawaiian culture.",285,HWST,Lāʻau Lapaʻau: Hawaiian Medicinal Herbs,HWST,141574,"Prerequisites: Completed or concurrently enrolled in HWST 107ORcompleted or concurrently enrolled in HWST 105ORInstructor approval.; Contact Hours: 3 lecture, 3 lab",4
"This course focuses on the principles and history of animation. Students will review live action and animated examples, learning the mysteries of making an animated character come to life. Topics include animation history, animation principles, and how the timeline in a graphics software program can give movement to individual frames. Students will focus on traditional animation principles and how they are effectively applied in digital animation environments. Additional topics include key-framing strategies, timing, and visual rhythm.",140,DMED,Principles of Animation,DMED,141574,Prerequisites: Placement in ENG 100ORequivalentORinstructor approval.; Contact Hours: 3 lecture,3
This course is a foundation course in three-dimensional design and is concerned with a visual dialogue concerning form and space. The elements and fundamentals of design from a three-dimensional lens will be examined and demonstrated through the construction of various forms using different materials.,116,ART,Introduction to Three-Dimensional Composition,Art,141574,Prerequisites: None.; Recommended Course Preparation: ART113- Introduction to Drawing; Contact Hours: 6 other,3
"Broad survey, with primary focus on Shinto, Buddhist, and modern sectarian movements, analyzed in relation to social and cultural themes of major historical periods.",204,REL,Understanding Japanese Religions,REL,141574,Prerequisites: ENG 100 with a grade of C or betterORequivalentORinstructor approval.; Contact Hours: 3 lecture,3
"The second course in the standard four-course calculus sequence. The course extends differentiation and integration to single-variable inverse trigonometric, logarithmic, and exponential functions. Topics include techniques of integration, convergence of improper integrals, sequences and series, Power and Taylor series representations of functions, and an introduction to differential equations. (Formerly MATH 206)",242,MATH,Calculus II,Mathematics,141574,Prerequisites: MATH 241 with a grade of C or better.; Contact Hours: 4 lecture,4.0
"This introductory course offers students who are current DOE teachers an opportunity to learn to share the foundations of teaching and learning in a special education classroom. Students will develop a comprehensive overview of the general concepts and issues related to supporting interns in the special education setting. Students will develop opportunities for interns to gain exposure to special education law and the compliance responsibilities of a special education teacher. This course supports teachers' modeling of how they identify individual needs for a diverse group of students, outline institutional and learning expectations for all students, and use differentiated instructional strategies and assessments to support learners in meeting their needs and reaching those goals. Students enrolled in this course are expected to demonstrate ethical and respectful behavior within a professional learning environment. (Formerly ED 297)",246,ED,Special Education Teacher Mentor Training,ED,141574,Contact Hours: 3 lecture,3
"This course introduces students to the concepts and terminology used in the field of healthcare data management and analytics. Students will be introduced to general data characteristics and exploratory data analysis techniques and be asked to evaluate data dictionaries and data sets. Students will be introduced to Structured Query Language (SQL) in relation to healthcare data. Exploratory data analysis will focus on exploring health data to understand the data's underlying structure and variables to develop intuition about the data set, to consider how the data set came into existence.",120,HIT,Intro to Healthcare Data Management & Analytics,HIT,141574,Prerequisites: BUS 101 with a grade of C or betterORICS 101 with a grade of C or betterORinstructor approval.; Recommended Course Preparation: ICS129- Introduction to Databases; Contact Hours: 3 lecture,3
"This course is an introduction to the art of creative expression. Students will practice different types of writing, which may include poetry, fiction, non-fiction, and drama. The course includes creative writing assignments, discussion of professional works, and discussion of each student's writing. May be repeated for additional credit.",204,ENG,Introduction to Creative Writing,English,141574,Prerequisites: ENG 100 with a grade of C or betterORequivalentORLanguage Arts Division approval.; Contact Hours: 3 lecture,3
"Classroom Management is an introductory course that offers students an opportunity to explore the foundations of teaching and learning. Students will gain a comprehensive overview of the general concepts and issues related to organizing a positive and collaborative learning environment as well as managing students during instruction. Students will explore essential elements of classroom management alongside practical strategies that address a variety of classroom experiences and issues. These elements include school and classroom values, behavioral expectations, procedures and routines, student engagement, clear and diverse instructional delivery, assessment, and professional and ethical decision making in behavior management. Ten hours of field experience and/or observation are required. Students develop a case study of a classroom with particular attention to the management of the social and cultural learning environment as well as instruction. This coursework includes preparation to apply knowledge and skills in important key concepts and methods used in special education.",285,ED,Classroom Management in the Instructional Process,ED,141574,Prerequisites: ENG 100 with a grade of C or betterORinstructor approval.; Contact Hours: 3 lecture,3
"This course covers basic computer forensics, including operating system diagnostics; the use of forensic toolkits to examine and validate computer activity; and techniques for the proper collection, examination, and preservation of forensic evidence.",282,ICS,Computer Forensics,ICS,141574,Prerequisites: ICS 170 with a grade of C or betterORICS 171 with a grade of C or betterORinstructor approval.; Recommended Course Preparation: ICS184- Introduction to Networking; Contact Hours: 3 lecture,3
"The HSER 294 Seminar and Fieldwork I course is the first of two required courses, which offers the intern enrolled in the Certificate of Competence in Substance Use Disorder Counseling Program a graduated internship experience in which a learner may complete 200 hours of onsite fieldwork in an approved substance use disorders treatment facility. In the weekly seminar, the learner examines the 12 Core Functions applied by the substance use disorders counselor and ethical and legal mandates under which they must practice. Individual strengths and challenges are identified in relationship to the onsite experiences and the learner begins to develop a professional identity as a substance use disorders counselor by applying the knowledge, skills, and attitudes that they have learned in the previous program courses. Attention also is given to how to attend to one's self-care while working within a stressful and demanding field.",294,HSER,Seminar & Fieldwork I,HSER,141574,Prerequisites: HSER 100 with a grade of C or betterANDHSER 140 with a grade of C or betterANDHSER 245 with a grade of C or betterANDHSER 268 with a grade of C or betterANDHSER 270 with a grade of C or betterORinstructor approval.; Contact Hours: 3 lecture,3
