course_desc,course_number,course_prefix,course_title,dept_name,inst_ipeds,metadata,num_units
"Prepares teacher candidates to obtain the knowledge, skills, and dispositions necessary to plan for developmentally appropriate content and pedagogy associated with teaching and learning the English Language Arts: Listening, Speaking, Reading, Writing, Visualizing, Visually Representing in grades 6-12.",428,EDSE,Secondary English Language Arts Methods,EDSE,141981,Pre: Completion of Secondary Block 1 with no grade lower than C- in all courses.,3
"A 45-hour supervised field experience focusing on developmentally appropriate and culturally relevant pedagogy for grades 6-12 English, Social Studies, Mathematics, or Biology. Seminar topics include curriculum & instruction, classroom management, assessment, and home-school communications.",430,EDSE,Block 1 Practicum with Seminar,EDSE,141981,Pre: APTE approval.,3
"This course focuses on teaching and learning mathematics in grades 6-12. The purpose is to enable teacher candidates to become thoughtful, creative, and effective teachers, through focused inquiry, investigations, and collaborations, all within the context of planning and implementing a student-centered mathematics curriculum.",437,EDSE,Secondary Math Methods,EDSE,141981,Pre: Completion of Secondary Block 1 with no grade lower than C- in all courses.,3
"A 45-hour supervised field experience focusing on developmentally appropriate and culturally relevant pedagogy for grades 6-12 English, Social Studies, Mathematics, or Biology. Seminar topics include curriculum & instruction, classroom management, assessment, and home-school communications.",440,EDSE,Block 2 Practicum with Seminar,EDSE,141981,Pre: Completion of Secondary Block 1 with no grade lower than C- in all courses.,3
"Explores various aspects of teaching and learning social studies in the middle grades (6-8). The course considers the values, philosophies, and politics of social studies education in the secondary school to prepare teacher candidates to be thoughtful, creative, and critical teachers who effectively plan and implement a student-centered social studies curriculum.",448,EDSE,Secondary Social Studies Methods,EDSE,141981,Pre: Completion of Secondary Block 1 with no grade lower than C- in all courses. Coreq: EDSE 440.,3
"Secondary Biological Science Methods enables teacher candidates to become thoughtful, creative, and effective teachers, through focused inquiry, investigations, and collaborations, all within the context of planning and implementing a student-centered science curriculum in the secondary school, grades 6-12. Includes laboratory techniques for the biological sciences.",457,EDSE,Biological Science Methods,EDSE,141981,Pre: Completion of Secondary Block 1 with no grade lower than C- in all courses. Coreq: EDSE 440.,3
"Secondary General Science Methods focuses on teaching and learning science inquiry skills, content, and attitudes for middle-level and secondary school classrooms. This course provides teacher candidates with a deep understanding of how students in grades 6-12 learn science curricula and gives them the skills needed to address curriculum adaptations that meet the needs of all learners. This course also provides opportunities for teacher candidates to become thoughtful, creative, and effective teachers.",458,EDSE,Secondary General Science Methods,EDSE,141981,Pre: Completion of Secondary Block 1 with no grade lower than C- in all courses. Coreq: EDUC 410 and EDSE 440.,3
"Student Teaching is a full-time, 15-week, supervised classroom experience. A gradual release of responsibility by the mentor teacher leads to a minimum of 15 days of solo teaching. Emphasis is placed on the application of best practice methods and materials learned during methods course work with practicum for grades 6-12. Mandatory CR/NC.",490,EDSE,Student Teaching,EDSE,141981,"Pre: Application and formal admission to the Professional Student Teaching semester. Coreq: EDSE 492, Student Teaching Seminar",12
"Examines current issues in education, including contemporary ethical issues. Further study of foundations, classroom organization and management, and disciplinary methods applied to classroom teaching and learning; final preparation and sharing of electronic professional portfolio.",492,EDSE,Student Teaching Seminar,EDSE,141981,"Pre: Application and formal admission to the Professional Student Teaching semester; successful completion of all field experience, practicum, and methods courses with a grade of C- or higher; 2.75 or higher GPA for methods and co-requisite practicum courses; 2.5 overall GPA. Coreq: EDSE 490 Student Teaching",3
"In this course students begin the process of understanding the nature of teaching and what it means to be a teacher. Being a good teacher is a complex endeavor that requires a thoughtful, caring and committed individual. They observe teachers and other educators on campus and through the process of metacognition develop a greater awareness about the teaching profession and its impact on the community. This course is designed to promote open discussion through active inquiry and participation. Students are expected to devote a minimum of 9- hours a week engaging in reflective practices about your experiences, beliefs, and perceptions; and completing assigned readings.",107,EDEF,Careers in Education,EDEF,141981,,3
"45 hours of supervised field experiences that engage the pre-service teacher candidate in a Professional Development School (PDS) teaching and learning environment. Requires weekly reflections that are grounded in critical thinking about issues in teaching and learning, along with attention to the ethical standards of the teaching profession. Student must obtain liability insurance and have been cleared the Hawai‘i DOE criminal history check before registering for this course. Mandatory CR/NC.",200,EDEF,Early Field Experience,EDEF,141981,Pre: Placement into ENG 100 or concurrent enrollment in ENG 100T; and evidence of liability insurance and a cleared Hawai‘i DOE criminal history check before registering for this course. Coreq: EDEF 201.,1
"Introduces the teacher candidate to the process of becoming a teacher.  This course likely covers topics such as educational philosophies, classroom management strategies, and the role of the teacher in the community.",201,EDEF,Introduction to Teaching as a Career,EDEF,141981,Pre: Placement into ENG 100 or concurrent enrollment in ENG 100T. Coreq: EDEF 200.,2
"This course introduces concepts and methods related to educational processes, pedagogies, and systems in the Pacific Islands, including indigenous epistemologies, cultural transmission, and their interactions with western schooling. This course emphasizes the development of oral communication skills through focused discussions and evaluations of readings on education in the Pacific Islands. (Cross-listed HPST 281)",281,EDEF,Education in the Pacific Islands,EDEF,141981,Pre: ENG 100 or instructor approval. Recommended: HWST 107 and/or PACS 108.,3
"This course focuses on interrelated historical, political, philosophical, and socio-cultural factors influencing education in today’s society.  Teacher candidates also participate in a minimum 20 hours of volunteer work, utilizing cultural and scientific community resources, which in turn provide the contexts for understanding the impact of educational initiatives in American society.",310,EDEF,Education in American Society,EDEF,141981,Pre: Sophomore or higher level standing; completion of EDEF 200 and 201 with a C- or higher or concurrent enrollment.,3
"Introduces concepts and methods related to middle-level and secondary teaching and learning, including adolescent development, identity, and middle-level/secondary pedagogy and philosophy.  The course includes a field placement component where students will gain experience in a middle-level/secondary classroom.",345,EDEF,Introduction to Middle-Level/Secondary Education,EDEF,141981,"Pre: EDEF 200, EDEF 201with a C- or higher; and prior or concurrent enrollment in EDEF 310.",3
"Provides an in-depth study of diversity in the educational environment and its impact on teaching and learning. Teacher candidates examine the social, political, curricular, ethical, and instructional implications for elementary classroom teachers.   Attention is given to multicultural frameworks and theories; includes the senior “capstone” project.",404,EDEF,Teaching Culturally and Linguistically Diverse Learners,EDEF,141981,"Pre: APTE approval. Coreq:  Elementary: EDEE 402, EDEE 406, and SPED 405. Middle-Level (Grades 6-8): EDUC 410, EDML 430,  SPED 405. Secondary (Grades 6-12): EDUC 410, EDSE 430, SPED 405.",3
"An introduction to educational media and technology theory and practice with an emphasis on meaningful integration of technology and media into a variety of face-to-face and online learning environments for diverse populations. Attention is given to practical applications and the acquisition of skills relevant to the classroom teaching and learning environment, as well as non-school settings.",279,ETEC,Educational Media and Technology,ETEC,141981,Pre: Placement into ENG 100 or concurrent enrollment in ENG 100T. ETEC courses are restricted to Education majors.,3
"This is an educational course designed to explore the essential elements needed for the acquisition of knowledge and universal design for learning. Students will explore instructional technology, 508 Compliance, media literacy, and competencies to promote 21st century learning skills. In addition, students will apply new knowledge to different disciplines deepening their learning experiences. This course incorporates hands-on activities and adaptive learning materials to promote students’ diverse, digital, and global learning needs.",379,ETEC,Advanced Educational Media &Technology,ETEC,141981,Pre: MATH 241 with a C- or higher. ETEC courses are restricted to Education majors.,3
"An introduction to engineering design through a variety of projects, including experimentation, data analysis, and development of computer skills. Exposure to several engineering disciplines through problem solving for the purpose of providing information to assist students in choosing Science, Technology, Engineering and Mathematics (STEM) related majors.",101,ENGR,Introduction to Engineering,ENGR,141981,Pre: Placement into MATH 103; and placement into ENG 100 or concurrent enrollment in ENG 100T.,3
"This course will provide students with an overview of wood, steel, masonry, and concrete designs, and will explore design alternatives of various architectural structures.  In addition, wind and seismic provisions from current building codes will be included to help students apply theory to practice.",121,ENGR,Building Science,ENGR,141981,Pre: ENGR 101 with a C or better; and MATH 103 with a C or better.,4
"Students will be introduced to the design process and graphical communications tools used by engineers. Students will create a portfolio as documentation of design from freehand sketching and engineering drawings through advanced 3-D rendering using Computer-aided design software. Students will engage in basic descriptive geometry and become proficient with using AutoCAD 7 and SolidWorks as design tools. Students will gain experience in communication, presentation development and delivery, professional ethics, social responsibility, engineering economics, and quality control. Teamwork and individual conceptual design projects will be presented in class. This course has three hours of lecture and three hours of laboratory each week.",213,ENGR,Introduction to Engineering Design,ENGR,141981,"Pre: ENGR 101 and MATH 103, both with a C or better; and completion of or concurrent enrollment in MATH 135 or higher MATH.  Lecture hours: 3, Lab hours: 3",4
"Basic electrical theory, safety procedures, power distribution, and energy conservation will be covered to develop a practical understanding of electricity and its use in commercial facilities.",221,ENGR,Electrical Systems for Facilities,ENGR,141981,"Pre: ENGR 121, and MATH 135, and PHYS 151/151L, all with a C or better.",3
"Students will learn about the causes of indoor environmental quality (IEQ) problems and the relationships between cause, control, occupant sensitivity, and ventilation, to develop a reliable method of diagnosis and remediation.",231,ENGR,Mechanical and Plumbing Systems for Facilities,ENGR,141981,"Pre: ENGR 121 and MATH 135 and CHEM 161/161L, all with a C or better.",3
"The automation and robotics course will provide students with a sufficient overview of automation and robotics for them to explore design alternatives of various automation processes and complete related engineering tasks to construct automation systems and robots to meet parameters specified within various national and international robotics competitions. In addition, students will be engaged in mentoring middle and/or high school robotics teams.",301,ENGR,Automation and Robotics,ENGR,141981,Pre: ENGR 213 with a C or better and MATH 135 with a C or better.,3
"Students will learn advanced electrical theory, safety procedures, power distribution, and energy conservation to develop a practical understanding of electricity and its use in commercial facilities. Participants will also learn the fundamentals of automatic control systems for building mechanical systems to target possible inefficiencies in their HVAC systems and to evaluate potential problems as part of an enhanced operation and maintenance program.",321,ENGR,Advanced Electrical and Mechanical Systems for Facilities,ENGR,141981,"Pre: ENGR 221 and ENGR 231 and MATH 140, all with a C or better.",3
Students will be introduced to environmental engineering including parameters and indices of environmental quality; materials balances; chemical kinetics; ideal reactor models; water and air pollution control; solid and hazardous waste management; emphasis on instruction in writing lab reports.,330,ENGR,Environmental Engineering,ENGR,141981,Pre: ENGR 213 with a C or better.,3
Students will learn information gathering and analysis and create a prioritized scope of work for finding opportunities for energy saving operational adjustments to plan a building tune-up project. They will also learn how to perform quantifiable evaluations of facilities energy use in order to be able to target prospects for energy conservation.,333,ENGR,Assessing and Auditing Facility Quality,ENGR,141981,"Pre: ENGR 321 and MATH 241, both with a C or better.",3
"This course will expand on students' foundational knowledge of critical reading and writing techniques and help them develop rhetorical strategies for college-level composing. Students will cultivate these strategies as they compose a variety of texts while enacting a recursive process of composing that includes intervention, outlining, drafting, researching, revising, and editing that involves careful, rhetorical considerations of one's audience, genre, context, and rhetorical situation. This course will also introduce students to the social practices of the writing process through workshops and basic research and information literacy practices to help them create effective, persuasive, and informed texts. (FW)",100,ENG,Composition I,ENGLISH,141981,Pre: Placement into ENG 100.,3
"This course will expand on students' foundational knowledge of critical reading and writing techniques and help them develop rhetorical strategies for college-level composing. Students will cultivate these strategies as they compose a variety of texts while enacting a recursive process of composing that includes intervention, outlining, drafting, researching, revising, and editing that involves careful, rhetorical considerations of one's audience, genre, context, and rhetorical situation. This course will also frequently explore, develop, and practice these strategies in one-on-one tutoring settings, and will also introduce students to the social practices of the writing process through workshops and basic research and information literacy practices to help them create effective, persuasive, and informed texts. (FW)",100T,ENG,Composition with Tutorial,ENGLISH,141981,Pre: Placement into ENG 100T,5
"This course will build on the critical thinking and composing techniques developed in ENG 100. It will provide students with additional rhetorical strategies for composing a variety of texts while enacting a recursive process of composing that includes invention, outlining, drafting, researching, revising, and editing that involves careful, rhetorical consideration of one’s audience, genre, context, and rhetorical situation. As an intermediate composition course, ENG 200 will also help students further hone their research and information literacy skills: exploring how to locate and evaluate primary and secondary research materials from a wide array of academic and online sources, integrating source materials into texts, and employing proper citation conventions in order to create effective, persuasive, and informed arguments.",200,ENG,Composition II,ENG,141981,Pre: ENG 100.,3
"Practice and instruction in reporting, interviewing, and news and feature writing techniques.",205,ENG,Introduction to Journalism,ENG,141981,Pre: Placement into ENG 100 or concurrent enrollment in ENG 100T.,3
"This intermediate composition course will provide students with argumentative, analytical, and effective communication in business writing.  Students will write several short essays, reports, memos, and students will write a research paper or formal report.",209,ENG,Business Writing,ENG,141981,Pre: ENG 100.,3
"This course will build on the critical thinking and composing techniques developed in ENG 100. It will provide students with additional rhetorical strategies for composing in the sciences while enacting a recursive process of composing that includes invention, outlining, drafting, researching, revising, and editing that involves careful, rhetorical consideration of one’s audience, genre, context, and rhetorical situation. As an intermediate composition course, this course will also help students further hone their research and information literacy skills in the sciences: exploring how to locate and evaluate primary and secondary research materials from a wide array of academic and online sources, integrating source materials into texts, and employing proper citation conventions in order to create effective, persuasive, and informed texts for scientific and public audiences.",220,ENG,Scientific Writing I,ENG,141981,Pre: ENG 100.,3
"This course introduces students to basic skills for interpreting fiction, poetry, drama, and film.",240,ENG,Introduction to Literary Studies,ENG,141981,Pre: Placement into ENG 100 or concurrent enrollment in ENG 100T. (DL),3
"This course provides an overview of American literature from translation/transcriptions of pre-contact Native American oral traditions through fiction, life-writing, poetry, drama, and cinema 1500-present.",250,ENG,American Literature Survey,ENG,141981,Pre: Placement into ENG 100 or concurrent enrollment in ENG 100T. (DL),3
"This course offers a broad survey of world literature written before the 16th century. Representing literary genres such as the epic and the tragedy, primary texts will be drawn from a variety of global cultures, including those of the Middle East, Europe, Asia, Africa, and the Americas.",253,ENG,Survey of World Literature I,ENG,141981,Pre: Placement into ENG 100 or concurrent enrollment in ENG 100T. (FGA),3
"This course surveys world literature written after 1600. Texts will be drawn from a variety of global cultures, including those of the Middle East, Europe, Asia, Africa, and the Americas.",254,ENG,World Literature II,ENG,141981,Pre: Placement into ENG 100 or concurrent enrollment in ENG 100T. (FGB),3
"This course covers selected themes in literary works drawn from diverse periods and cultures. A: Crime and Mystery; B: Multi-Ethnic American Literature (this course focuses on multi-ethnic literature of the United States with an emphasis on race, gender and class. Fulfills Humanities multicultural requirement); C: Hip Hop Literature; D: World Literature in English.  Other possible variations include food in literature and sports in literature. May be repeated for credit with a different topic.",257,ENG,Literary Themes,ENG,141981,Pre: Placement into ENG 100 or concurrent enrollment in ENG 100T. (DL),3
"A study of British Literature from the ninth through early eighteenth centuries. The course will include study of Old English poetry and prose in translation. The course will also concentrate on such major authors as Chaucer, Spenser, Marlowe, and early Shakespeare.",260,ENG,British Literature I (800-1700),ENG,141981,Pre: Placement into ENG 100 or concurrent enrollment in ENG 100T.,3
"This course treats British Literature from eighteenth centuries through the present. The course will include study of major trends, movements, genres, and authors within the context of history, society, and politics.",261,ENG,British Literature II (1700-Present),ENG,141981,Pre: ENG 100,3
"This course introduces students to methodologies for interpreting cultural texts drawn from popular literature, cinema, music, advertising, architecture, subcultural practice, and other media. A central focus will be directed to ideology critical approaches (e.g. critical gender studies and postcolonial theory) and primary texts drawn from Hawai‘i and Oceania.",272,ENG,Introduction to Literature: Culture and Literature,ENG,141981,,3
Study of significant works through analytical and creative writing.,273,ENG,Introduction to Literature: Creative Writing,ENG,141981,"Pre: ENG 100, ENG 100T, or concurrent enrollment in ENG 200",3
This course introduces students to the field of rhetoric and composition by exploring language and textual practices through the lens of the field’s history as a discipline and some current debates and themes. Our explorations will facilitate critical inquiry of what doing work in rhetoric and composition means; negotiation of ourselves within the field; and consideration of its professional and academic career paths.,274,ENG,Introduction to Rhetoric & Composition,ENG,141981,Pre: Placement into or concurrent enrollment in ENG 100,3
This variable topic course treats various methods of literary interpretation. Possible iterations include A: Postmodernism; B: Feminist Criticism; and C: Introduction to Cultural Theory; D: Structuralism & Post-Structuralism; E: Post-Colonialism; F: Expository Writing for Teachers; G: Queer Theory. May be repeated for credit with a different topic.,300,ENG,Topics in Literary Theory,ENG,141981,Pre: ENG 100 with a C or higher grade,3
"This experiential learning course is designed to familiarize K-12 teachers with specific writing strategies for elementary or secondary classroom use. The course will cover basic literary theory/structure; analysis of poetry and creative prose; role playing of classroom writing techniques; and workshop-style discussion of the resultant creative writing, leading to extensive revisions and a finished portfolio of each student’s work. The major focus is on experiential learning which will apply directly to the classroom. May be taken for CR/NC.",312,ENG,Creative Writing Strategies for Teachers,ENG,141981,Pre: ENG 200 with a C or better,3
"This course is a workshop dealing with poetry, fiction, and creative non-fiction written by students. Emphasis is on originality and structural unity based on conventional creative writing theory, with publishable writing as an end product.",313,ENG,Introduction to Creative Writing,ENG,141981,Pre: ENG 100,3
"Students will explore a variety of peer tutoring and writing center theories, methods, and strategies by examining major texts and issues in writing center studies and applying this knowledge through hands-on tutoring experiences in ENG 100/100T. Through the coordinating of supplemental instruction (SI), participation in monthly Writing Fellow meetings and completion of bi-weekly reading assignments and reflections, Writing Fellows will receive professional development that will prepare them to better meet the needs of UH West O‘ahu’s No‘eau Center clientele.",316,ENG,Writing Fellows: Peer Tutoring Theory & Practice,ENG,141981,Pre: ENG 100 or ENG 100T with a B or better; and instructor consent,3
"This writing workshop course focuses on creative writing written in Hawai‘i Creole English, known in Hawai‘i as pidgin. The bulk of the course is a workshop in which writing exercises/modeling lead students to create a portfolio of original work—poetry, fiction, or non-fiction—for analysis, feedback, and revision; a significant portion of each text must be in pidgin so some facility with pidgin is required.",317,ENG,Pidgin Creative Writing Workshop,ENG,141981,Pre: ENG 100; and completion of or concurrent enrollment in ENG 200,3
"Selected topics in World Literature, such as European Literature, Asian Literature, Latin American Literature, and African Literature. Readings will introduce students to the style and vision of particular regions, periods, and literary movements. The course also allows a detailed examination of works by individual authors. A: Magic Realism, B: Literature of War; C: Short Story. May be repeated for credit with a different topic.",320,ENG,World Literature,ENG,141981,Pre: ENG 100,3
"Students will focus on a particular period or theme, with at least 75% of the material from the time prior to 1700. The course will provide in-depth analysis of the literary work.",331,ENG,Topics in British Literature Pre-1700,ENG,141981,Pre: ENG 100 or concurrent enrollment; and ENG 260 and/or one literature course recommended,3
"Students analyze diverse examples of British literature gathered under period, theme, genre, and other foci. Variations include A: Victorian Literature; B: British Imperial Adventure; and C: British Modernism.  May be repeated for credit with a different topic.",332,ENG,Topics in British Literature Post-1700,ENG,141981,Pre: ENG 100,3
"This course treats diverse examples of later American literature gathered under period, theme, genre, and other foci. Variations may include A: The American Puritans, B: The American Captivity Narrative, and C: American Literatures of Exploration, Colonization, and Resistance. May be repeated for credit with a different topic.",340,ENG,Topics in American Literature Pre-1700,ENG,141981,Pre: ENG 100,3
"This course treats diverse examples of later American literature gathered under period, theme, genre, and other foci. Variations may include courses such as A: The American Renaissance, B: Fourth World Literatures of the United States, and C: 20th Century American Literature; D: Literatures of the American West. May be repeated for credit with a different topic.",341,ENG,Topics in American Literature Post-1700,ENG,141981,Pre: ENG 100,3
This cross-listed course engages students in an interdisciplinary exploration of the intersection between philosophy and literature. (Cross-list PHIL 344),344,ENG,Philosophy and Literature,ENG,141981,,3
"This course surveys the historical paradigm shifts, major theoretical movements, prominent scholars, and disciplinary growth of the field of composition studies. The course will also explore current and emerging topics and theories in the field and introduce students to the professionalization of the discipline through its national organizations.",350,ENG,Composition Studies,ENG,141981,Pre: ENG 100,3
This course covers current and special interest topics in the field of rhetoric and composition. Possible topics to be covered include: (B) Race in American Political Rhetoric.,353,ENG,Topics in Rhetoric and Composition,ENG,141981,Pre: Completion of or concurrent enrollment in ENG 200,3
"Within and beyond the writing classroom, we come into contact with a number of languages, literacies, and modalities—how we interact with the array of diversified practices and texts in our everyday lives is the topic of our course. Through close reading, focused discussions, classroom observations, and critical self-reflection, we explore how translingual perspectives can give us insight into second language writing. Translingualism sees language in a constant process of negotiation, translation, and revision; therefore, this approach encourages us to consider innovative ways of interrogating the relationship between language and meaning within our unique Hawaiian context. (DH)",354,ENG,Second Language Writing,ENG,141981,Pre: Completion of or concurrent enrollment in ENG 200,3
Concepts of dissent and analysis of literary and media sources. (DL),355,ENG,Women Writers and Dissent,ENG,141981,Pre: ENG 100,3
"This course will introduce students to the key concepts in the study of rhetoric; ideologies underpinning the conception and employment of rhetoric at various time periods; frameworks useful for the analysis of texts, events, communication, and other phenomenon; and principles of rhetoric in the contexts of many media and cultures. The course will trace Western rhetoric as it evolved and changed throughout its 2,500 year history. Beginning with fifth century BCE Greece and ending with twenty-first century CE United States, the course will survey rhetorical history, observing the ways rhetoric shifted from an art for oral performance to an epistemic lens for understanding and creating meaning. In addition, the course will explore the ways in which language has been used across times and places to create a shared reality, to change reality, and to secure power within that reality. In the process, students will discover the intimate connection between rhetoric and philosophy, rhetoric and community, rhetoric and media, and rhetoric and the real world they occupy.",357,ENG,Rhetorical Theory,ENG,141981,Pre: ENG 100,3
"This course introduces students to the methodological frameworks used when working within rhetoric and composition studies, such as ethnographic (qualitative) to corpus linguistic (quantitative) analyses. We apply these methods by interrogating the uses of the English language in creating, maintaining,",358,ENG,Research Methods in Rhetoric and Composition,ENG,141981,Pre: Completion of or concurrent enrollment in ENG 200,3
"This course will introduce students to key concepts in the study of media writing; major media writing professions, and the effects of Web 2.0 and convergence culture on digital media writing. Students will explore best practices, foundational knowledge, and key strategies for news writing (reporting and interviewing, hard news, feature writing, radio and television news writing, and copyediting); public relations writing; advertising (print, online, radio and television); and business communication. The course will conclude with an exploration of the emerging convergence culture online and the ways in which Web 2.0 capabilities and social media platforms alter and create new media writing opportunities. Throughout the semester, students will also review and learn basic style, grammar, spelling, and punctuation conventions for media writing.",359,ENG,Writing for (New) Media,ENG,141981,Pre: ENG 100.,3
"Literature/film adaptation is the primary subject of this course, alongside genre studies and literary treatments of the cinema. In addition to film screenings, course readings will include primary literary texts and film criticism.",360,ENG,Literature and Film,ENG,141981,Pre: ENG 100.,3
"A chronological survey of the many forms and interpretations of the cinema: technological and aesthetic developments, competing movements and schools of filmmaking, and tensions between the individual director-auteur and the “culture industries” of Hollywood. Emphasizing canonical films by famous directors, the course also alerts students to alternative film historiographies.",361,ENG,History of Film,ENG,141981,Pre: ENG 100.,3
An examination of major film genres and the film makers who have contributed to their development. Readings and discussions will focus upon negotiations between generic convention and artistic innovation. A: Film Noir; B: The Western; C: Gangster Film; D: Science Fiction Film; E: The Road Trip. May be repeated for credit with a different topic.,367,ENG,Film Genres and Directors,ENG,141981,Pre: ENG 100.,3
This course allows students the opportunity to pursue various topics in the area of television studies including A: TV and American Culture; B: The TV Medical Drama; and C: Television Auteurs.  Repeatable with a different alpha.,368,ENG,Topics in Television Studies,ENG,141981,Pre: ENG 100.,3
"An examination of contemporary Asian American and Asian/Pacific American Literature. Various topics such as the treatment of the immigrant versus the national, language acquisition, and differences between Asian American and Asian/Pacific American will be covered.",372,ENG,Asian American Literature,ENG,141981,Pre: ENG 100. (DL),3
Basic concepts and representative texts as the basis for literary and film inquiry.,374,ENG,Race Ethnicity Lit and Film,ENG,141981,Pre: ENG 100. (DL),3
"With recourse to the work of writers from around the world, this course explores the tension in literary studies between cultural diversity and political resistance. Central issues include the composition of literary canons and the role of literature in imperialism and decolonization.",380,ENG,Multicultural & Postcolonial Literatures,ENG,141981,Pre: ENG 100. (DL),3
"Basic concepts and representative texts for the study of popular literature genres, such as A) The Detective Story; B) Roman Noir; C) Science Fiction; D) Adventure; E) Westerns; F) Gothic Horror.  May be repeated with a different alpha.",381,ENG,Studies in Popular Literature,ENG,141981,Pre: ENG 100.,3
"This course will analyze diverse examples of children’s literature, including folk-tales, picture books, and chapter books.",383,ENG,Children’s Literature,ENG,141981,Pre: ENG 100. (DL),3
"Comparative analysis of selected tales of magic and their adaptations across history, cultures, and media. The course emphasizes feminist approaches to the genre.",385,ENG,Fairy Tales and their Adaptations,ENG,141981,Pre: Completion of or concurrent enrollment in ENG 200. (DL),3
"Concentrating on the novel and short fiction, this course surveys literature written for young adults. Prominent issues treated in the course include the coming-of-age story, diversity, and the relationship between adolescent literature and broad",386,ENG,Adolescent Literature,ENG,141981,Pre: ENG 100.,3
"A study of the origins, changes, and reasons for changes in the grammar, sounds, and vocabulary of English from the beginnings of the language to modern times.",402,ENG,From Vikings to Pidgin: The History of the English Language,English,141981,Pre: ENG 200,3
"Writing, evaluating poems.",411,ENG,Poetry Workshop,English,141981,Pre: ENG 273 or ENG 313 or instructor consent,3
Workshop analysis of nonfiction as a literary form.,412,ENG,Nonfiction Writing,English,141981,"Pre: ENG 273, 312, 313, or 317; or instructor approval",3
Narrative techniques for students interested in writing fiction.,413,ENG,Form and Theory of English,English,141981,Pre: ENG 313,3
"Writing, evaluating fiction.",414,ENG,Fiction Workshop,English,141981,"Pre: ENG 273, 312, 313, or 317; or instructor approval",3
"From public to private sector jobs, from civic engagement to academic careers, English majors have a wide variety of opportunities available to them after graduation. To prepare for that next step, whatever that may be, this course builds a community for English majors in junior and senior standing at UHWO. This community draws connections between literary, rhetorical, and theoretical analyses; critical and reflective reading and writing strategies; and persuasive and professional writing skills. Based on these connections, we articulate, as a community, the ways our learning at UHWO translates into contemporary workplaces and civic life. Moreover, these articulations lead to innovating an e-portfolio that presents skills to potential employers, graduate school programs, and more.",426,ENG,"The Professionalization of English: Academic, Public, and Industry",English,141981,Pre: ENG 200,3
"Students will focus on the work of one literary, cinematic, or theoretical author (or a small group of closely related authors). The course will provide an in-depth analysis of the work produced by the author as well as a selection of criticism about the author and studies of the author’s later influence. Author(s) may be of any national origin. A: Dante; B: Morrison and Yamanaka; C: Spenser; D: James Baldwin; E: Margaret Atwood and Angela Carter; F: Foucault; G: Sara Ahmed. May be repeated for credit with a different topic.",440,ENG,Major Author,English,141981,Pre: Placement in ENG 100 or concurrent enrollment in ENG 100T,3
An examination of the representation of gender roles and sexual identities in a sample of literary works and films.,441,ENG,Gender & Sexuality in Literature & Film,English,141981,Pre: ENG 100,3
This course will cover 6-8 Shakespeare plays. Course will focus on live performance issues and consider filmed versions and live performances (when available). The selected plays will represent various genres and different historical points in Shakespeare’s work. Course will also include selections from recent scholarship.,445,ENG,Shakespeare,English,141981,Pre: Placement into ENG 100 or concurrent enrollment in ENG 100T,3
"A practicum-style course focused on various writing, programming and promotional tasks required to operate a literary press. May include researching and contracting of writers; programming literary events; promotional or social media campaigns; web/flyer graphic design; writing author bios, text summaries, book reviews, news articles, or blogs; writing grant proposals or corporate donation requests to fund events. A: Literary Arts in the Community; B: Writing for and Managing a Literary Press.",456,ENG,Topics in Literary Press Management,English,141981,"Pre: ENG 100, ENG 200 and one upper division WI course",3
"Students will focus on a particular period or theme in drama. The course will provide an in-depth analysis of the dramatic works and their cultural context. A: Ancient Drama in the Modern World; B: Opera; C: The Devil on Page, Stage and Screen; D: Opera & Musical Theatre; E: Popular Theatre; F: Drama of Ancient Greece. May be repeated for credit with a different topic.",462,ENG,Studies in Drama,English,141981,Pre: ENG 100,3
"Students will learn about the history of theatre, from its beginnings in Greece to its modern manifestations around the world. The course will provide survey of drama and its cultural context. Dramatists might include Sophocles, Euripides, Shakespeare, Moliere, Schiller, Brecht, Beckett, and Baraka, and anonymous medieval plays. Readings will include plays and theoretical essays.",465,ENG,History of Theatre,English,141981,Pre: ENG 100 or concurrent enrollment,3
"An examination of works whose popularity offers valuable insights into the historical periods in which they were written. The books will be studied for their cultural and historical importance as well as their literary merit. Among the works to be covered: F. Scott Fitzgerald, The Great Gatsby; Henry Adams, Democracy; John Steinbeck, The Grapes of Wrath. Taught primarily as a seminar.",470,ENG,Literature as History,ENG,141981,Cross-list: HIST 470; Pre: ENG 100,3
"A study of writers who either came from, or have written about, Hawai‘i. This course may begin with 19th century “sojourner literature” and will emphasize the modern writers.",476,ENG,Contemporary Literature of Hawai‘i,ENG,141981,Cross-list: HPST 476; Pre: ENG 100,3
"This class introduces students to a wide range of traditional oral literature from islands within Polynesia and Micronesia, the parts of the Pacific nearest to Hawai‘i. The literature covers traditional time periods - stories common just before European Contact, from the late 1700’s to the early 1800’s. Literature includes tales of the different gods of these islands and the creation of the universe, the islands, and man; myths of the afterlife; stories of cultural heroes like Maui and Tahaki in Polynesia; stories of the arrival of settling groups headed by certain chiefs; and more factual oral historical accounts of pre-European rulers and chiefs and battles for political control.",477,ENG,Polynesian and Micronesian Mythology,ENG,141981,Cross-list: HPST 477,3
