course_desc,course_number,course_prefix,course_title,dept_name,inst_ipeds,metadata,num_units
(B) Writings of Albert Wendt; (C) Samoan women writers.,427B,IP,Topics in Samoan Literature: Writings of Albert Wendt,Interdisciplinary Programs,141574,Prerequisites: SAM 227 or one of ENG 270 - ENG 272 ; or consent for (B).,3
Exploration of the specialties of computer science. Meets every two week for 2.5 hours to explore specific areas in computer science.,290,ICS,Computer Science Careers: An Exploration of the Specialties of Computer Science,Information and Computer Sciences,141574,Grade Option: CR/NC only.; Frequency of Course (when offered): Once a year,1
"Program organization paradigms, programming environments, implementation of a module from specifications, the C and C programming languages.",212,ICS,Program Structure,Information and Computer Sciences,141574,Prerequisites: ICS 211 or consent.,3
"What is the subject of computer science? What is a computer? Understand the basic models of computation and the concepts of computability, complexity, and network computation, and learn to use them in practice.",222,ICS,Basic Concepts of Computer Science,Information and Computer Sciences,141574,Prerequisites: ICS 141 (or concurrent).; Grade Option: A-F only.,3
Introduction to the theory of Artificial Intelligence and the practical application of AI techniques in Functional (Common LISP and/or Scheme) and Logic (Prolog) programming languages. Students gain practical experience through programming assignments and projects.,361,ICS,Introduction to Artificial Intelligence Programming,Information and Computer Sciences,141574,Prerequisites: ( ICS 215 or ICS 212 or ECE 205 ) and ( ICS 311 or ECE 367 ) and ICS 314 ; or consent.; Grade Option: A-F only.,3
Introduction to parallel models of computation and design and analysis of parallel algorithms.,443,ICS,Parallel Algorithms,Information and Computer Sciences,141574,Prerequisites: ( ICS 311 or ECE 367 ) and ICS 314 .; Frequency of Course (when offered): Fall only.,3
"Includes program correctness, recurrence relations and their solutions, relations and their properties, divide and conquer relations, graph theory, trees and their applications, Boolean algebra, introduction to formal languages and automata theory.",241,ICS,Discrete Mathematics for Computer Science II,Information and Computer Sciences,141574,Prerequisites: ICS 141 or consent.,3
"A hands-on introduction to probability, statistical inference, regression, Markov chains, queuing theory. Use of an interactive statistical graphics environment such as R.",471,ICS,"Probability, Statistics, and Queuing",Information and Computer Sciences,141574,"Prerequisites: ( ICS 311 or ECE 367 ) and ICS 314 , or consent.",3
"Introduction to the arts and material culture of the Philippines from the pre-colonial to the contemporary period through the examination of sculpture, metalwork, ceramics, textiles, and painting from various ethnolinguistic groups. Sophomore standing or higher.",382,IP,Philippine Visual Art from Burial Jars to Burning Effigies,Interdisciplinary Programs,141574,Cross-Listed: ART 382; General Education Designation(s): DH,3
,699,IP,Directed Research,Interdisciplinary Programs,141574,Prerequisites: consent.; Repeatable: Unlimited times,V
"Network analysis, architecture, digital signal analysis and design; circuit switching, packet switching, packet broadcasting; protocols and standards; local area networks; satellite networks; ALOHA channels; examples.",451,ICS,Data Networks,Information and Computer Sciences,141574,Prerequisites: ( ICS 212 or ECE 205 ) and ( ICS 311 or ECE 367 ) and ICS 314 ; or consent.,3
"(3 Lec, 1 3-hr. Lab) Reinforce and strengthen problem-solving skills using abstract data types and introduce software development practices. Emphasize the use of searching and sorting algorithms and their complexity, recursion, object-oriented programming, and data structures.",211A,ICS,Introduction to Computer Science II,Information and Computer Sciences,141574,Prerequisites: ICS 111 or consent. Honors Program restriction: Yes,4
"Examines the various theories employed in the study of Ilokano society, language, and culture from a variety of historical periods.",389,IP,Theories in Ilokano Studies,Interdisciplinary Programs,141574,"Grade Option: A-F only. Junior standing or higher, or consent.; Frequency of Course (when offered): Alt. years: spring",3
"Computational and statistical methods for analyzing network models of social, technological, information, and biological networks. Introduction to relevant data analytics and graph analysis software packages.",422,ICS,Network Science Methodology,Information and Computer Sciences,141574,Prerequisites: ( ICS 311 or ECE 367 ) or consent.; Cross-Listed: DATA 422,3
"Concepts, tools, and techniques for analyzing and mining massive data sets. Data cleaning and pre-processing. Data analysis and mining techniques. Big Data platforms. Big Data visualization.",438,ICS,Big Data Analytics,Information and Computer Sciences,141574,Prerequisites: ICS 321; Cross-Listed: DATA 438,3
"Overview of the fundamentals of computer science emphasizing problem solving, algorithm development, implementation, and debugging/testing using an object-oriented programming language.",111,ICS,Introduction to Computer Science I,Information and Computer Sciences,141574,Prerequisites: Recommended: computer experience.,4
"Fundamental information technology concepts and computing terminology, productivity software for problem solving, computer technology trends and impact on individuals and society. Emphasizes the utilization of operating systems and the production of professional documents, spreadsheets, etc.",101,ICS,Digital Tools for the Information World,Information and Computer Sciences,141574,,3
"Basic issues of interactive access to information in various formats on computers. Available hardware and software: editing, integration, programming. Implementation of a sample information system.",465,ICS,Introduction to Hypermedia,Information and Computer Sciences,141574,Prerequisites: ( ICS 311 or ECE 367 ) and ICS 314 .,3
Introduction to machine learning concepts with a focus on relevant ideas from computational neuroscience. Information processing and learning in the nervous system. Neural networks. Supervised and unsupervised learning. Basics of statistical learning theory.,435,ICS,Machine Learning Fundamentals,Information and Computer Sciences,141574,"Prerequisites: ICS 235 , or consent. Recommended: MATH 307 .; Frequency of Course (when offered): Once a year; Cross-Listed: DATA 435",3
"Includes logic, sets, functions, matrices, algorithmic concepts, mathematical reasoning, recursion, counting techniques, and probability theory.",141,ICS,Discrete Mathematics for Computer Science I,Information and Computer Sciences,141574,Prerequisites: MATH 215 or MATH 241 or MATH 251A .; General Education Designation(s): FQ,3
"Grammars, sequential machines, equivalence, minimalization, analysis and synthesis, regular expressions, computability, unsolvability, Gödel’s theorem, Turing machines.",441,ICS,Theory of Computation,Information and Computer Sciences,141574,"Prerequisites: ( ICS 311 or ECE 367 ) and ICS 314 , or consent.",3
"Provides students with the knowledge of underlying principles and skills to identify, preserve, and extract electronic evidence for further analysis.",428,ICS,Digital Forensics,Information and Computer Sciences,141574,Prerequisites: ICS 355 or consent.,3
"An experienced-based introduction to various approaches in language teaching methodologies and techniques. Students’ skills in teaching the Hawaiian or an Indo-Pacific language are developed through supervised teaching, class planning and evaluation. (B) Southeast Asian languages.",465,IP,(Alpha) Hawaiian and Indo-Pacific Teaching Practicum,Interdisciplinary Programs,141574,Prerequisites: 402-level of the language practicum or consent; (B) CAM 402 or IND 402 or THAI 402 (or concurrent) and consent of instructor or equivalent language skills.; Repeatable: 1 time; Grade Option: CR/ NC only.,3
"Very large database systems, data integration, data warehousing, designing big data systems, parallel query processing, distributed transactions.",421,ICS,Database Systems II,Information and Computer Sciences,141574,Prerequisites: ICS 321 or consent.,3
Introduction to emerging technologies for construction of World Wide Web (WWW)-based software. Covers programming and scripting languages used for the creation of WWW sites and client-server programming. Students will complete a medium-sized software project that uses languages and concepts discussed in class.,415,ICS,Introduction to Programming for the Web,Information and Computer Sciences,141574,"Prerequisites: ( ICS 311 or ECE 367 ) and ICS 314 , or consent.",3
Basic concepts needed to write computer programs. Simple program design and implementation using a specific programming language; (C) C; (D) through animations; (P) Python.,110,ICS,(Alpha) Introduction to Computer Programming,Information and Computer Sciences,141574,"Repeatable: Each alpha repeatable unlimited times, but credit earned one time only.; Cross-Listed: P Cross-listed as DATA 110P",3
"Information flow, confinement, information assurance, malicious programs, vulnerability analysis, network security, writing secure programs.",426,ICS,Computer System Security,Information and Computer Sciences,141574,Prerequisites: ICS 355 or consent.; Grade Option: A-F only.; Frequency of Course (when offered): Once a year,3
"(3 Lec, 1 3-hr. Lab) Reinforce and strengthen problem-solving skills using abstract data types and introduce software development practices. Emphasize the use of searching and sorting algorithms and their complexity, recursion, object-oriented programming, and data structures.",211,ICS,Introduction to Computer Science II,Information and Computer Sciences,141574,Prerequisites: ICS 111 or consent.,4
Continuation of,402,IP,Directed Fourth-Level Language Study,Interdisciplinary Programs,141574,,3
Introduction to critical statistical and probabilistic concepts that underlie data science as well as tools that play a central role in the daily work of a data scientist.,434,ICS,Data Science Fundamentals,Information and Computer Sciences,141574,Prerequisites: ICS 211 or consent.; Grade Option: A-F only.; Cross-Listed: DATA 434,3
"Intensive study of the major writings of Carlos Bulosan; his literary and cultural milieu with thematic concentration on aesthetics and the issues of diasporic experiences (e.g., immigration, assimilation, nation, etc.) and transnationalism.",432,IP,The Writings of Carlos Bulosan,Interdisciplinary Programs,141574,Prerequisites: IP 361 or IP 363 or IP 396 or IP 431 or any ENG DL.; General Education Designation(s): DL,3
"Sensors, actuators, signal processing, paradigms of robotic software design, introduction to machine learning, introduction to computer vision, and robot-to-human interaction.",452,ICS,Software Design for Robotics,Information and Computer Sciences,141574,Prerequisites: two ICS 300-level courses or consent. Recommended: ICS 312 and ICS 313 .; Grade Option: A-F only.; Frequency of Course (when offered): Once a year: spring,3
Overview of Ilokano literature from the early writings to the major works of contemporary writers.,411,IP,Ilokano Literature in Translation,Interdisciplinary Programs,141574,Prerequisites: ILO 201 or consent.; Grade Option: A-F only.; General Education Designation(s): DL,3
"Security and trust in computers, networks, and society. Security models. Access and authorization. Availability and Denial-of-Service. Trust processes and network interactions.",355,ICS,Security and Trust I: Resource Protections,Information and Computer Sciences,141574,Prerequisites: ICS 241 or ( MATH 301 and MATH 372 ).,3
"Appreciation, reexamination, and analysis of Philippine literature of exile; a reevaluation of Philippine writing from the diaspora. Sophomore standing or higher or consent.",376,IP,Philippine Diasporic Literatures,Interdisciplinary Programs,141574,General Education Designation(s): DL,3
"Third-level study of a South Asian, Southeast Asian, or Pacific language. Contact hours and credits determined by student interests and faculty resources.",399,IP,Third-Level Language Study,Interdisciplinary Programs,141574,Prerequisites: at least 6 credits of intermediate study of the same language.; Repeatable: Up to 6 credit hours.,V
Part of a multi-year project-based courses sequence where students will work in teams on acquiring experience in a beginner-level design of a software project expected to be continued in,296,ICS,Sophomore Project,Information and Computer Sciences,141574,Prerequisites: ICS 111; Grade Option: A-F only.; Major Restrictions: CS majors only.,1
Experience producing applications with at least two different applications frameworks.,424,ICS,Application Frameworks,Information and Computer Sciences,141574,"Prerequisites: ( ICS 311 or ECE 367 ) and ICS 314 , or consent.; Grade Option: A-F only.",3
"Techniques to stimulate intelligence in video games: movement, pathfinding with A* search, decision/ behavior trees, state machines, machine learning, tactics. Extend games with your own AI implementations; experience “shootout” contests for the best AI algorithm/implementation.",462,ICS,Artificial Intelligence for Games,Information and Computer Sciences,141574,Prerequisites: ( ICS 212 or ECE 205 ) and ( ICS 311 or ECE 367 ) and ICS 314 and ( PHYS 151 or PHYS 170 ).; Frequency of Course (when offered): Alt. years.,3
"Fundamental software engineering procedures, including planning, estimation, design, testing, process definition and improvement, and software quality assurance. Measurement techniques are used to support empirically-driven software process improvement throughout the course.",613,ICS,Advanced Software Engineering,Information and Computer Sciences,141574,"Class Standing Restrictions: graduate standing, or consent.",3
Modeling human-made and natural systems as networks to understand their structure and dynamics. Computational and statistical methods and research results they enabled. Use of network analysis software. Applications to topics of interest to students.,622,ICS,Network Science,Information and Computer Sciences,141574,,3
"Software development within a commercial 3D application with a focus on scripting and plugin development for procedural modeling, animation, and shading.",488,ICS,Digital Content Creation II,Information and Computer Sciences,141574,Prerequisites: ICS 487 .; Grade Option: A-F only.,4
"Principles and techniques of technical and context analysis of digital video information. Video capture and editing tools, compression and analysis algorithms, visual culture, narrative structure, juxtaposition of multimedia elements and their effects on information transmission.",686,ICS,Digital Video Information,Information and Computer Sciences,141574,Frequency of Course (when offered): Alt years; Class Standing Restrictions: graduate standing or consent.,3
"Analysis and design of algorithms: modeling, comparison, measures, applications.",621,ICS,Analysis of Algorithms,Information and Computer Sciences,141574,"Class Standing Restrictions: graduate standing, or consent.",3
"Graduate course on deep learning with artificial neural networks. Provides practical techniques for modeling image, video, text, and graph data with supervised, unsupervised, and reinforcement learning approaches. Includes instruction in the latest software frameworks.",637,ICS,Deep Learning with Neural Networks,Information and Computer Sciences,141574,Prerequisites: ICS 635 (or concurrent) or consent.; Class Standing Restrictions: Graduate students only.,3
"Design and analysis of parallel algorithms, with emphasis on advanced techniques and latest advances in parallel algorithms.",643,ICS,Advanced Parallel Algorithms,Information and Computer Sciences,141574,"Class Standing Restrictions: graduate standing, or consent.",3
"Computerized management information systems, operations research or business statistics: (B) software systems economics; (C) advanced topics in programming; (D) web-based application development; (E) advanced technology in MIS; (F) systems development; (G) database systems; (H) advanced business applications; (J) ethics of technology; (K) business intelligence.",387,ITM,(Alpha) Advanced Topics in Information Systems,Information Technology Management,141574,Prerequisites: varies with topic.; Repeatable: With permission of department chair.,3
"Computerized management information systems, operations research or business statistics: (B) software systems economics; (C) advanced topics in programming; (D) web-based application development; (E) advanced technology in MIS; (F) systems development; (G) database systems; (H) advanced business applications; (J) ethics of technology; (K) business intelligence.",387G,ITM,Advanced Topics in Information Systems: database systems,Information Technology Management,141574,Prerequisites: varies with topic.; Repeatable: With permission of department chair.,3
"Introductory course in computer vision. Topics include image formation, image processing and filtering, edge detection, texture analysis and synthesis, binocular stereo, segmentation, tracking, object recognition and applications.",483,ICS,Computer Vision,Information and Computer Sciences,141574,Prerequisites: ( ICS 212 or ECE 205 ) and ( ICS 311 or ECE 367 ) and ICS 314 ; or consent.; Grade Option: A-F only.; Frequency of Course (when offered): Once a year.,3
"Provides necessary programming skills in Python for data science and AI, and introduces language models as programming copilots. Students also learn AI-assisted programming through validation, testing, documentation, optimization, and software design.",603,ICS,Applied Computing Fundamentals,Information and Computer Sciences,141574,Grade Option: A-F only.; Class Standing Restrictions: Graduate students only.,3
"Introduces foundational principles of data science, emphasizing elementary concepts and essential tools integral to the data scientist’s role from data wrangling to foundational tools for modeling data, without requiring knowledge of linear algebra or calculus.",604,ICS,Applied Data Science,Information and Computer Sciences,141574,Grade Option: A-F only.; Class Standing Restrictions: Graduate students only.,3
"Analysis and design of systems in organizations. Includes role of general systems concepts, systems development life cycle, identifying systems requirements, logical and physical design.",353,ITM,Information Systems Analysis and Design,Information Technology Management,141574,Prerequisites: ITM 352 and BUS 311 .; Grade Option: A-F only.,3
"Principles of high performance computing for single-processor and parallel architectures. Detailed coverage of parallel architectures and exposure to shared-memory, distributed-memory, and hybrid parallelism. Hands-on experience with message-passing and multi-threaded programming.",632,ICS,Principles of High Performance Computing,Information and Computer Sciences,141574,"Grade Option: A-F only.; Frequency of Course (when offered): Once a year; Major Restrictions: graduate standing in computer science or closely related field, or consent.",3
"Basic concepts in networking and security. Network standards and technologies. Network planning and design. LANs and WANS, wireless networking. Security threats and countermeasures. Security planning and policies.",431,ITM,Networking and Security,Information Technology Management,141574,Grade Option: A-F only.,3
Current topics and upcoming issues relevant to the field of information assurance and cyber security.,695,ICS,Advanced Special Topics in Security,Information and Computer Sciences,141574,Repeatable: Unlimited times; Frequency of Course (when offered): Alt. years: spring,3
"Introduction to the field of medical informatics, which is found at the intersection of clinical science, public health, information science, computer technology and communications technology. Concentration on current issues.",614,ICS,Medical Informatics I,Information and Computer Sciences,141574,Prerequisites: consent.,3
"Introduction to database management and data structures, including database planning and design, normalization, relational and network data models, and physical organization and implementation.",354,ITM,Database Systems,Information Technology Management,141574,Prerequisites: ITM 353; Grade Option: A-F only.,3
"Foundations of enterprise information systems design and architecture to support business strategy, processes, data, and IT/IS services; integrating cloud-based and loT infrastructure; management and maintenance of organizational IS/ IT infrastructure and operations.",684,ITM,Enterprise System Architecture and Management,Information Technology Management,141574,"Grade Option: A-F only.; Major Restrictions: MIS, ICS, MIS-BBA majors only.; Class Standing Restrictions: Senior standing or higher.",3
Selected current practices and trends in decision sciences and MIS.,660,ITM,Current Topics in Information Systems,Information Technology Management,141574,"Repeatable: 3 times.; Major Restrictions: ACC, CIS, and BUS majors only.",3
"Designed around the plan-protect-respond cycle. Security threats, cryptographic security, access control, identity management, firewalls, intrusion detection systems, host hardening, and application security.",433,ITM,Advanced Security,Information Technology Management,141574,Prerequisites: ITM 431 or consent.; Repeatable: 1 time; Frequency of Course (when offered): Once a year,3
Reflects special interests of faculty in various areas of computer science. (B) area 1; (C) area 2; (D) area 3; (E) area 4; (G) general.,691,ICS,(Alpha) Topics in Computer Science,Information and Computer Sciences,141574,Prerequisites: consent.; Repeatable: Unlimited times in different topics and different areas.,3
"Models of computation, high-performance processors, pipelined machines, RISC processors, VLIW, superscalar and fine-grain parallel machines. Data-flow architectures. Hardware/software tradeoffs.",660,ICS,Computer Architecture I,Information and Computer Sciences,141574,Prerequisites: ECE 461 .; Cross-Listed: ECE 660,3
Special topics in security oriented toward juniors and seniors.,495,ICS,Special Topics in Security,Information and Computer Sciences,141574,Prerequisites: at least two 300-level ICS courses or consent.; Repeatable: Unlimited times,3
Basics of information processing and learning in the brain; neural networks; learning algorithms based on information maximization; applications in molecular biology and bioinformatics.,636,ICS,Information Theory in Machine Learning,Information and Computer Sciences,141574,"Grade Option: A-F only.; Frequency of Course (when offered): Once a year; Major Restrictions: graduate standing in computer science or mathematics background, or consent.",3
"Selected topics in numerical analysis, mathematical software, and scientific computation; examples include sparse matrix methods, finite element methods, mathematical programming.",682,ICS,Numerical Computation,Information and Computer Sciences,141574,Prerequisites: consent.,3
,699,ICS,Directed Reading/Research,Information and Computer Sciences,141574,Repeatable: Unlimited times; Class Standing Restrictions: graduate standing and consent.,V
"Reading and research in special area of major under direction of faculty member(s). Project must include statement of objectives, outline of activities planned, results expected, and how they are to be reported and evaluated. Must be approved in advance by the department chair and the faculty advisor.",399,ITM,Directed Reading and Research,Information Technology Management,141574,,V
"Covers latest trends/innovations in HIT designed to reduce costs, improve quality/access, and reduce outcome disparity through population health management. Includes management of financial, organizational, and professional barriers to effective HIT.",688,ITM,Management of Health Information Technology and Population Health,Information Technology Management,141574,Grade Option: A-F only.; Frequency of Course (when offered): Alt years; Class Standing Restrictions: Graduate students only.,3
"Individual- or team-based project with a client organization, conducted under faculty supervision, as capstone project to complete masters level work in the Masters of Science in Information Systems.",696,ITM,Capstone Course,Information Technology Management,141574,"Prerequisites: students must complete 15 semester hours and core masters courses before capstone.; Repeatable: 1 time, up to 6 credits.; Grade Option: A-F only.; Class Standing Restrictions: Graduate students only.",V
"Current issues in artificial intelligence, including expert systems, knowledge representation, logic programming, learning, natural language processing.",661,ICS,Advanced Artificial Intelligence,Information and Computer Sciences,141574,"Class Standing Restrictions: graduate standing, or consent.",3
Exploration of information retrieval and object-relational tools and methods for the management of distributed multimedia database systems.,624,ICS,Advanced Data Management,Information and Computer Sciences,141574,"Class Standing Restrictions: graduate standing, or consent.",3
"Advanced concepts in construction of interfaces between computers and their users. Hypermedia information structures, guidelines, problems, and tradeoffs. Discussion of selected readings, implementation of prototypes.",665,ICS,User Interfaces and Hypermedia,Information and Computer Sciences,141574,Prerequisites: ICS 465 or consent.,3
"Tools and methods for security managers. Tools and methods to secure and monetize services and applications. Network as a computer and as a market. Problems of cyber war, cyber crime, cyber bullying.",655,ICS,Security and Trust III: Cyber Security and Commerce,Information and Computer Sciences,141574,Frequency of Course (when offered): Spring only; Class Standing Restrictions: Graduate students only.,3
"Provides a strong conceptual foundation in data networking and security for modern IP-based organizational infrastructure. Topic areas include network standards, network security basics, Ethernet LANs, wireless protocols, internetworking, and applications.",631,ITM,Networking & Security,Information Technology Management,141574,Grade Option: A-F only.,3
Advanced study in operating systems theory and design with emphasis on case studies and distributed systems.,612,ICS,Theory of Operating Systems,Information and Computer Sciences,141574,,3
"Lectures and discussions to contextualize knowledge and techniques of project management in organizational change, globalization and outsourcing, global teamwork, intercultural awareness, negotiation and leadership. Semester long group project.",680,ITM,"Project Management, Information Technology and Change",Information Technology Management,141574,Frequency of Course (when offered): Once a year; Class Standing Restrictions: Open to all graduate students.,3
Research for doctoral dissertation.,800,ICS,Dissertation Research,Information and Computer Sciences,141574,Repeatable: 8 times; Major Restrictions: candidacy for PhD in computer science.,V
Students will learn to develop virtual reality and augmented reality applications with turnkey tools as well as through programming. Prior programming experience is not required for this course.,486,ICS,Virtual and Augmented Reality Programming,Information and Computer Sciences,141574,Prerequisites: any ICS 110 (Alpha) or ICS 111 or CINE 215 .; Cross-Listed: CINE 419 .,3
"Addresses business intelligence and data analytics at operational, tactical, and strategic levels using basic data science techniques, including visual, descriptive, diagnostic, predictive, and prescriptive analytics methods and hands-on learning using current software tools.",683,ITM,Business Intelligence and Data Analytics,Information Technology Management,141574,Prerequisites: ITM 619 or consent.; Grade Option: A-F only.,3
Project management application and techniques such as planning methods; PERT/CPM forecasting; risk analysis; application in information technology projects and other areas.,321,ITM,Project Management,Information Technology Management,141574,Prerequisites: BUS 310 and BUS 311 .,3
"Improving organization productivity with an emphasis on analyzing supply chain processes and principles in terms of scheduling, inventory, quality control techniques, through most current practices.",322,ITM,Supply Chain Processes,Information Technology Management,141574,Prerequisites: BUS 310 and BUS 311 .,3
"Advanced topics in formal languages, automata, computability, computational complexity.",641,ICS,Advanced Theory of Computation,Information and Computer Sciences,141574,Prerequisites: ICS 441 or consent.,3
"Evolutionary computation surveys in the field to prepare students for research. Topics include diverse engineering applications, theory, and concepts including search spaces, representation, objective functions, variation operators, selection, and population based search.",674,ICS,Evolutionary Computation I: Survey of Methods,Information and Computer Sciences,141574,"Prerequisites: ICS 211 (B or better) and ICS 241 (C or better) and admitted to a graduate program or capable of graduate-level work in computer sciences, or consent.; Frequency of Course (when offered): Once a year: fall",3
"Computerized management information systems, operations research or business statistics: (B) software systems economics; (C) advanced topics in programming; (D) web-based application development; (E) advanced technology in MIS; (F) systems development; (G) database systems; (H) advanced business applications; (J) ethics of technology; (K) business intelligence.",387H,ITM,Advanced Topics in Information Systems: advanced business applications,Information Technology Management,141574,Prerequisites: varies with topic.; Repeatable: With permission of department chair.,3
"Framework of policies, people, processes, and technologies to control, protect, deliver, and enhance the organizational data assets; best practices and technologies for database management, data warehousing, and data curation; support of enterprise data governance.",682,ITM,Enterprise Data and Information Management,Information Technology Management,141574,"Grade Option: A-F only.; Major Restrictions: MIS, ICS, MIS-BBA majors only.; Class Standing Restrictions: Senior standing or higher.",3
"Computerized management information systems, operations research or business statistics: (B) software systems economics; (C) advanced topics in programming; (D) web-based application development; (E) advanced technology in MIS; (F) systems development; (G) database systems; (H) advanced business applications; (J) ethics of technology; (K) business intelligence.",387C,ITM,Advanced Topics in Information Systems: advanced topics in programming,Information Technology Management,141574,Prerequisites: varies with topic.; Repeatable: With permission of department chair.,3
"Computerized management information systems, operations research or business statistics: (B) software systems economics; (C) advanced topics in programming; (D) web-based application development; (E) advanced technology in MIS; (F) systems development; (G) database systems; (H) advanced business applications; (J) ethics of technology; (K) business intelligence.",387F,ITM,Advanced Topics in Information Systems: sysems development,Information Technology Management,141574,Prerequisites: varies with topic.; Repeatable: With permission of department chair.,3
Designed to provide students with real-world experience in the field of computer science. Aims to bridge the gap between academic theories and practical applications in a professional environment.,609,ICS,Practicum / Internship,Information and Computer Sciences,141574,Repeatable: 1 time.; Grade Option: CR/NC only.; Class Standing Restrictions: Graduate students only.,3
"Introduction to key theoretical concepts of machine learning. Practical experience with decision free methods, artificial neural networks. Bayesian belief networks and contemporary statistical methods including regression, clustering and classification.",635,ICS,Machine Learning,Information and Computer Sciences,141574,Prerequisites: consent.; Frequency of Course (when offered): Once a year,3
Practice of information systems in organizations. Capstone course for MIS majors.,366,ITM,Information Systems in Organizations,Information Technology Management,141574,"Prerequisites: ITM 353 and ITM 354 (or concurrent), and BUS 311 .; Grade Option: A-F only.",3
Project-based course where students work in teams on a software project. Knowledge acquired in the computer science curriculum will be applied to design and implement a software product with potential real-world applicability.,496,ICS,Capstone Project,Information and Computer Sciences,141574,Prerequisites: ( ICS 311 or ECE 367 ) and ICS 314 .; Repeatable: Repeatable one time.; Grade Option: A-F only.; Major Restrictions: CS majors only.; Class Standing Restrictions: Senior standing or higher.,3
Introduction to the importance of building and utilizing AI systems and an exploration of the current industry landscape.,601,ICS,Applied Computing Industry Seminar,Information and Computer Sciences,141574,Grade Option: A-F only.; Class Standing Restrictions: Graduate students only.,3
"Introduction to applications programming. Fundamentals, essential logic, file handling, report writing. Emphasis on systems development and disciplined programming.",352,ITM,Programming Application Systems,Information Technology Management,141574,"Prerequisites: ICS 101 , or LTEC 112 and LTEC 113 , (or equivalent), or consent.; Grade Option: A-F only.",3
Series of talks on advanced research topics.,690,ICS,Seminar in ICS,Information and Computer Sciences,141574,Repeatable: Unlimited times; Grade Option: CR/NC only.,1
Reflects special interests of faculty in various areas of computer science. (B) area 1; (C) area 2; (D) area 3; (E) area 4; (G) general.,691G,ICS,Topics in Computer Science: general,Information and Computer Sciences,141574,Prerequisites: consent.; Repeatable: Unlimited times in different topics and different areas.,3
"Effectively identify and solve problems using various algorithmic approaches. Through hands-on projects and real-world examples, students will learn to analyze, design, and implement foundational algorithms.",602,ICS,Practical Problem Solving with Algorithms,Information and Computer Sciences,141574,Grade Option: A-F only.; Major Restrictions: CS majors only.; Class Standing Restrictions: Graduate students only.,3
Nature of the problem in pattern recognition and clustering; explanation of various algorithms.,663,ICS,Pattern Recognition,Information and Computer Sciences,141574,"Class Standing Restrictions: graduate standing, or consent.",3
"Principles, techniques, and history of 3D computer graphics. Modeling and animation techniques will be covered, as well as basic lighting and rendering.",487,ICS,Digital Content Creation I,Information and Computer Sciences,141574,Prerequisites: ICS 481 .; Grade Option: A-F only.,4
"Studies of human performance in designing and using information systems. Emphasizes concepts and methodologies from human factors, psychology, and software engineering relating to human performance.",664,ICS,Human-Computer Interaction II,Information and Computer Sciences,141574,"Class Standing Restrictions: graduate standing, or consent.",3
Research for master’s thesis.,700,ICS,Thesis Research,Information and Computer Sciences,141574,Repeatable: Unlimited times,V
"Introduction to data visualization through practical techniques for turning data into images to produce insight. Topics include: information visualization, geospatial visualization, scientific visualization, social network visualization, and medical visualization.",484,ICS,Data Visualization,Information and Computer Sciences,141574,Prerequisites: ICS 110 (Alpha) or ICS 111 or CINE 215 .; Class Standing Restrictions: Junior standing or higher.; Cross-Listed: CINE 484 and DATA 484,3
"To expose students to bioinformatics at the biological sequences analysis level (DNA, RNA, proteins). Several bioinformatics methods and algorithms are introduced. Students are required to present one paper and to participate in a small group project.",675,ICS,Bioinformatics: Sequences Analysis,Information and Computer Sciences,141574,"Grade Option: A-F only.; Frequency of Course (when offered): Once a year; Class Standing Restrictions: graduate standing, or consent.",3
"Provides a strong foundation for using, modeling, designing, and implementing database systems. Emphasis is on both database theory and practice in modern businesses.",654,ITM,Database Systems,Information Technology Management,141574,"Prerequisites: ITM 352 (with a grade of C or better) and ITM 353 (with a grade of B or better), or with instructor permission.; Grade Option: A-F only.; Major Restrictions: MIS & MSIS majors only.",3
"Survey of electronic commerce technologies and business strategies, with an emphasis on technology and application development. The development of web-based and multimedia applications; the impacts of EC on business strategy; legal and ethical issues.",385,ITM,Electronic Commerce,Information Technology Management,141574,Prerequisites: BUS 311 or consent.; Grade Option: A-F only.,3
Selected advanced topics in computer graphics. Substantial project required.,681,ICS,Computer Graphics,Information and Computer Sciences,141574,Prerequisites: ICS 481 or consent.,3
,360,ITM,Current Topics in ITM,Information Technology Management,141574,Prerequisites: varies with topic.; Repeatable: 3 times with permission of department chair.,3
"Design and implementation of compilers, syntactic and semantic descriptions of programming languages, algorithms for syntactic analysis and object code generation.",611,ICS,Compiler Theory and Construction,Information and Computer Sciences,141574,Prerequisites: ICS 312 or consent.,3
Reflects special interests of faculty. Oriented toward juniors and seniors.,491,ICS,Special Topics,Information and Computer Sciences,141574,Prerequisites: at least two 300-level ICS classes or consent.; Repeatable: 1 time for BS/CS students.,3
"Covers fundamentals of artificial intelligence, and especially machine learning, for students and industry professionals who aim to immediately implement AI and data science solutions in their career.",605,ICS,Applied Artificial Intelligence,Information and Computer Sciences,141574,Grade Option: A-F only.; Class Standing Restrictions: Graduate students only.,3
Reading and research in ITM under the direction of a faculty member.,699,ITM,Directed Research,Information Technology Management,141574,Repeatable: Unlimited times; Grade Option: A-F only.,V
"Covers the latest developments in human-centered artificial intelligence, including ethics, bias, explainability, privacy, fairness, and usability. Involves discussion, writing assignments, and a final project.",639,ICS,Human-Centered Artificial Intelligence,Information and Computer Sciences,141574,Grade Option: A-F.,3
